Team,Home,Win,MIN,PTS,FGM,FGA,FGP,3PM,3PA,TPP,FTM,FTA,FTP,OREB,DREB,TRB,AST,STL,BLK,TOV,PF,+/-
HOU,HOU @ WAS,0,240,103,38,89,0.427,14,48,0.292,13,16,0.813,8,27,35,15,11,2,14,13,-18
GSW,GSW vs. CHA,0,241,100,40,87,0.46,8,22,0.364,12,13,0.923,8,35,43,32,6,5,17,25,-11
BKN,BKN @ MIA,1,240,111,39,79,0.494,11,26,0.423,22,25,0.88,8,46,54,25,8,4,18,23,24
CHI,CHI vs. IND,1,240,119,43,85,0.506,18,39,0.462,15,15,1,7,33,40,31,6,4,15,20,12
OKC,OKC vs. MIL,0,240,95,38,83,0.458,7,25,0.28,12,20,0.6,10,35,45,16,5,5,12,19,-2
MIN,MIN @ MIL,0,241,96,34,71,0.479,9,28,0.321,19,26,0.731,6,27,33,20,9,3,16,14,-6
SAS,SAS vs. NYK,1,240,119,41,80,0.513,9,20,0.45,28,39,0.718,10,33,43,28,2,4,9,18,12
HOU,HOU @ BOS,0,240,98,30,80,0.375,14,43,0.326,24,31,0.774,7,36,43,16,9,3,16,23,-1
PHI,PHI @ POR,0,240,110,42,87,0.483,16,32,0.5,10,14,0.714,5,32,37,28,8,2,13,26,-4
DET,DET @ ORL,0,240,89,35,87,0.402,9,23,0.391,10,14,0.714,9,32,41,20,5,4,15,17,-13
MIL,MIL vs. MIN,1,239,102,41,75,0.547,5,15,0.333,15,16,0.938,7,29,36,23,10,0,16,18,6
ORL,ORL vs. DET,1,240,102,37,82,0.451,11,26,0.423,17,17,1,9,39,48,22,10,3,18,17,13
BOS,BOS vs. HOU,1,239,99,37,82,0.451,8,29,0.276,17,24,0.708,10,34,44,18,9,8,16,22,1
POR,POR vs. PHI,1,240,114,35,75,0.467,8,24,0.333,36,47,0.766,8,39,47,15,7,3,15,18,4
NYK,NYK @ SAS,0,241,107,41,90,0.456,5,14,0.357,20,22,0.909,12,32,44,31,6,8,9,26,-5
CHI,CHI vs. NYK,1,240,92,35,86,0.407,10,28,0.357,12,16,0.75,4,46,50,23,9,3,15,15,5
DAL,DAL @ IND,1,240,98,40,78,0.513,8,29,0.276,10,15,0.667,4,31,35,26,7,3,9,12,4
WAS,WAS @ ATL,0,240,99,35,81,0.432,9,24,0.375,20,26,0.769,9,31,40,24,6,5,13,24,-14
ATL,ATL vs. WAS,1,241,113,41,94,0.436,11,37,0.297,20,29,0.69,16,37,53,28,7,7,11,21,14
NYK,NYK @ CHI,0,241,87,37,91,0.407,4,23,0.174,9,13,0.692,7,44,51,21,6,5,12,17,-5
BKN,BKN @ NOP,0,240,113,41,90,0.456,19,38,0.5,12,14,0.857,10,33,43,26,8,3,15,18,-15
MIN,MIN vs. DEN,1,264,128,47,90,0.522,12,29,0.414,22,30,0.733,7,35,42,27,4,7,6,26,3
UTA,UTA @ GSW,0,241,101,37,92,0.402,6,23,0.261,21,27,0.778,10,33,43,21,10,2,13,22,-25
DEN,DEN @ MIN,0,264,125,42,91,0.462,15,39,0.385,26,31,0.839,11,37,48,26,3,2,9,24,-3
TOR,TOR @ OKC,0,240,107,36,85,0.424,11,38,0.289,24,26,0.923,7,27,34,24,9,4,11,29,-17
LAL,LAL vs. MEM,0,240,99,35,93,0.376,8,28,0.286,21,33,0.636,22,27,49,14,5,4,11,26,-10
CLE,CLE @ SAC,0,241,95,32,74,0.432,12,31,0.387,19,25,0.76,7,30,37,19,9,4,11,15,-14
BOS,BOS @ CHA,1,240,102,37,78,0.474,15,34,0.441,13,13,1,6,37,43,20,4,7,15,20,11
IND,IND vs. DAL,0,240,94,38,79,0.481,10,25,0.4,8,10,0.8,7,32,39,27,8,4,15,17,-4
MEM,MEM @ LAL,1,240,109,35,71,0.493,5,21,0.238,34,39,0.872,5,32,37,20,3,9,10,20,10
NOP,NOP vs. BKN,1,239,128,48,90,0.533,17,33,0.515,15,19,0.789,6,37,43,40,8,9,10,15,15
CHA,CHA vs. BOS,0,239,91,32,87,0.368,7,23,0.304,20,29,0.69,19,33,52,15,7,3,11,11,-11
OKC,OKC vs. TOR,1,240,124,46,87,0.529,9,25,0.36,23,33,0.697,15,37,52,25,9,7,12,26,17
SAC,SAC vs. CLE,1,242,109,41,79,0.519,12,30,0.4,15,18,0.833,7,33,40,25,8,6,11,19,14
GSW,GSW vs. UTA,1,239,126,51,86,0.593,11,23,0.478,13,17,0.765,4,46,50,37,8,7,16,18,25
SAC,SAC @ LAC,0,240,95,40,96,0.417,7,22,0.318,8,12,0.667,10,27,37,25,11,7,9,19,-27
PHX,PHX vs. MEM,1,240,99,32,72,0.444,8,22,0.364,27,35,0.771,6,35,41,24,5,5,19,29,2
MIA,MIA vs. ORL,1,241,107,41,91,0.451,11,33,0.333,14,17,0.824,16,37,53,22,11,5,15,20,18
DET,DET vs. IND,1,240,107,41,82,0.5,12,34,0.353,13,16,0.813,10,36,46,26,5,1,10,17,24
DEN,DEN vs. UTA,1,242,107,39,81,0.481,11,30,0.367,18,22,0.818,10,43,53,23,3,1,9,21,24
CHI,CHI @ MIL,1,241,115,45,103,0.437,10,28,0.357,15,25,0.6,15,32,47,26,11,3,6,19,9
UTA,UTA @ DEN,0,241,83,27,84,0.321,10,35,0.286,19,23,0.826,12,30,42,19,7,0,7,22,-24
ORL,ORL @ MIA,0,243,89,33,81,0.407,5,20,0.25,18,22,0.818,10,32,42,14,8,5,17,20,-18
DAL,DAL vs. TOR,1,241,98,40,94,0.426,6,24,0.25,12,16,0.75,16,40,56,20,5,11,13,24,5
IND,IND @ DET,0,239,83,34,77,0.442,6,21,0.286,9,13,0.692,5,21,26,18,6,3,12,19,-24
LAC,LAC vs. SAC,1,241,122,44,81,0.543,13,31,0.419,21,27,0.778,9,40,49,31,7,8,13,13,27
SAS,SAS vs. BKN,1,240,109,41,80,0.513,7,16,0.438,20,24,0.833,5,38,43,18,7,5,12,14,12
TOR,TOR @ DAL,0,240,93,30,89,0.337,9,31,0.29,24,32,0.75,16,37,53,16,10,7,10,24,-5
BKN,BKN @ SAS,0,240,97,39,93,0.419,12,32,0.375,7,9,0.778,12,33,45,23,5,0,13,18,-12
MIL,MIL vs. CHI,0,241,106,39,83,0.47,10,31,0.323,18,24,0.75,4,37,41,23,2,8,17,21,-9
MEM,MEM @ PHX,0,241,97,35,87,0.402,3,20,0.15,24,29,0.828,10,28,38,12,10,11,10,28,-2
CLE,CLE @ GSW,0,241,92,28,88,0.318,15,36,0.417,21,25,0.84,19,31,50,12,8,0,14,19,-7
HOU,HOU @ OKC,0,240,107,35,81,0.432,12,37,0.324,25,31,0.806,12,26,38,23,11,4,13,20,-5
PHI,PHI @ NYK,1,239,105,35,82,0.427,10,28,0.357,25,30,0.833,12,36,48,21,7,7,15,22,7
BOS,BOS vs. WAS,0,241,103,39,81,0.481,14,29,0.483,11,17,0.647,8,37,45,20,2,4,16,23,-8
NYK,NYK vs. PHI,0,239,98,38,94,0.404,4,15,0.267,18,28,0.643,18,27,45,18,7,5,10,21,-7
LAL,LAL vs. MIN,0,240,104,40,92,0.435,10,30,0.333,14,20,0.7,13,24,37,21,10,1,12,16,-17
OKC,OKC vs. HOU,1,240,112,43,79,0.544,8,18,0.444,18,23,0.783,9,31,40,21,9,10,14,20,5
GSW,GSW vs. CLE,1,240,99,38,82,0.463,10,37,0.27,13,17,0.765,10,37,47,28,7,7,15,18,7
MIN,MIN @ LAL,1,240,121,49,84,0.583,11,32,0.344,12,14,0.857,7,35,42,30,9,4,15,13,17
WAS,WAS @ BOS,1,241,111,43,93,0.462,6,26,0.231,19,28,0.679,14,33,47,26,6,4,8,17,8
BOS,BOS vs. CHI,1,240,117,44,92,0.478,12,32,0.375,17,21,0.81,8,38,46,29,9,5,5,18,25
TOR,TOR vs. PHI,1,242,102,35,85,0.412,9,27,0.333,23,26,0.885,7,36,43,18,15,6,17,20,16
WAS,WAS vs. ORL,1,239,130,47,86,0.547,16,30,0.533,20,23,0.87,12,37,49,29,5,2,16,18,27
OKC,OKC @ UTA,1,239,103,39,88,0.443,12,29,0.414,13,16,0.813,15,30,45,18,9,5,7,16,14
PHX,PHX vs. MIN,0,239,106,40,86,0.465,11,32,0.344,15,24,0.625,9,27,36,24,5,4,13,22,-9
BKN,BKN @ IND,0,265,119,42,98,0.429,16,36,0.444,19,25,0.76,18,33,51,24,2,2,10,20,-4
LAC,LAC @ MEM,0,241,112,39,79,0.494,13,34,0.382,21,28,0.75,5,31,36,14,4,7,10,22,-3
ORL,ORL @ WAS,0,241,103,42,87,0.483,8,26,0.308,11,17,0.647,4,24,28,17,7,3,12,22,-27
MIL,MIL @ CHA,0,240,106,42,87,0.483,8,26,0.308,14,17,0.824,7,28,35,25,4,2,9,32,-8
DEN,DEN @ GSW,1,240,96,38,82,0.463,7,28,0.25,13,15,0.867,10,35,45,25,10,4,18,14,15
LAL,LAL vs. POR,0,239,92,36,85,0.424,8,25,0.32,12,20,0.6,11,44,55,23,8,3,17,22,-3
GSW,GSW vs. DEN,0,241,81,32,84,0.381,3,27,0.111,14,17,0.824,11,27,38,25,14,8,16,14,-15
SAC,SAC vs. SAS,0,240,99,40,86,0.465,12,22,0.545,7,11,0.636,9,33,42,21,2,2,10,17,-9
MIN,MIN @ PHX,1,240,115,42,84,0.5,6,16,0.375,25,29,0.862,13,34,47,18,6,6,14,21,9
CHI,CHI @ BOS,0,242,92,34,86,0.395,7,19,0.368,17,25,0.68,12,39,51,24,4,2,15,16,-25
NOP,NOP @ MIA,1,241,109,39,73,0.534,15,25,0.6,16,19,0.842,6,31,37,27,5,10,14,20,15
MIA,MIA vs. NOP,0,240,94,36,85,0.424,10,32,0.313,12,15,0.8,13,25,38,18,4,3,13,19,-15
IND,IND vs. BKN,1,264,123,47,90,0.522,10,23,0.435,19,24,0.792,7,34,41,31,8,9,8,25,4
PHI,PHI @ TOR,0,242,86,33,80,0.413,7,27,0.259,13,20,0.65,7,34,41,19,10,7,22,23,-16
UTA,UTA vs. OKC,0,241,89,33,72,0.458,6,26,0.231,17,20,0.85,6,31,37,16,3,2,12,13,-14
SAS,SAS @ SAC,1,241,108,44,88,0.5,11,23,0.478,9,11,0.818,7,37,44,29,3,1,8,11,9
CHA,CHA vs. MIL,1,240,111,36,74,0.486,9,21,0.429,30,40,0.75,9,34,43,22,2,7,16,20,5
ATL,ATL vs. DAL,1,242,112,42,75,0.56,10,24,0.417,18,22,0.818,6,32,38,29,5,2,15,19,5
DAL,DAL @ ATL,0,240,107,43,85,0.506,9,33,0.273,12,15,0.8,7,23,30,31,8,3,10,17,-5
POR,POR @ LAL,1,241,95,39,95,0.411,10,25,0.4,7,14,0.5,9,38,47,19,7,8,11,15,3
MEM,MEM vs. LAC,1,239,115,40,90,0.444,13,31,0.419,22,25,0.88,15,32,47,28,5,5,9,26,3
OKC,OKC vs. ATL,1,241,120,44,82,0.537,13,25,0.52,19,31,0.613,15,25,40,24,11,5,19,18,3
MIA,MIA vs. DAL,1,240,113,46,72,0.639,16,25,0.64,5,6,0.833,2,33,35,25,3,3,11,15,12
HOU,HOU vs. LAC,0,240,118,36,78,0.462,17,40,0.425,29,35,0.829,9,34,43,16,4,4,17,26,-10
LAL,LAL @ GSW,0,240,106,40,94,0.426,11,29,0.379,15,22,0.682,15,31,46,22,11,5,15,23,-7
ATL,ATL @ OKC,0,241,117,44,85,0.518,15,32,0.469,14,17,0.824,7,20,27,28,12,3,15,24,-3
MIL,MIL vs. CHA,1,239,109,41,87,0.471,8,29,0.276,19,23,0.826,6,37,43,27,7,5,7,16,5
DAL,DAL @ MIA,0,241,101,38,75,0.507,17,35,0.486,8,11,0.727,3,19,22,28,5,2,8,12,-12
CHA,CHA @ MIL,0,240,104,39,88,0.443,12,26,0.462,14,17,0.824,9,34,43,21,4,7,9,18,-5
DET,DET vs. NYK,1,240,104,38,88,0.432,10,25,0.4,18,25,0.72,15,29,44,19,8,5,11,11,3
GSW,GSW vs. LAL,1,241,113,42,85,0.494,7,24,0.292,22,27,0.815,10,32,42,24,9,13,15,17,7
LAC,LAC @ HOU,1,240,128,43,91,0.473,18,42,0.429,24,31,0.774,9,29,38,24,8,5,8,25,10
WAS,WAS @ BKN,0,239,84,34,93,0.366,5,20,0.25,11,15,0.733,7,28,35,22,7,1,7,18,-35
NOP,NOP @ ORL,1,240,111,43,86,0.5,10,30,0.333,15,24,0.625,11,37,48,23,10,2,15,25,14
ORL,ORL vs. NOP,0,241,97,36,85,0.424,4,20,0.2,21,29,0.724,10,30,40,16,7,2,14,19,-14
NYK,NYK @ DET,0,240,101,44,97,0.454,8,24,0.333,5,6,0.833,16,35,51,25,6,9,14,20,-3
DEN,DEN @ POR,1,241,102,42,85,0.494,7,25,0.28,11,15,0.733,16,33,49,19,4,10,14,13,17
POR,POR vs. DEN,0,241,85,35,83,0.422,6,22,0.273,9,16,0.563,10,24,34,15,6,4,9,19,-17
BKN,BKN vs. WAS,1,241,119,44,88,0.5,14,41,0.341,17,21,0.81,13,47,60,29,4,4,14,17,35
CHI,CHI @ CLE,0,240,112,47,85,0.553,12,31,0.387,6,8,0.75,5,30,35,34,8,1,12,19,-3
CLE,CLE vs. CHI,1,239,115,42,82,0.512,12,29,0.414,19,22,0.864,7,28,35,25,10,3,12,14,3
MEM,MEM @ PHX,0,241,95,39,90,0.433,5,26,0.192,12,16,0.75,15,35,50,15,5,7,9,22,-2
SAS,SAS @ UTA,0,240,89,34,78,0.436,10,21,0.476,11,16,0.688,5,33,38,14,7,3,14,21,-11
PHX,PHX vs. MEM,1,240,97,33,81,0.407,10,26,0.385,21,27,0.778,12,32,44,21,4,1,10,17,2
TOR,TOR @ PHI,1,239,114,35,85,0.412,12,35,0.343,32,35,0.914,19,26,45,18,14,6,21,19,5
NYK,NYK vs. BOS,1,240,102,36,79,0.456,8,14,0.571,22,26,0.846,11,38,49,13,8,3,17,20,9
BOS,BOS @ NYK,0,239,93,33,86,0.384,13,38,0.342,14,19,0.737,9,26,35,17,11,1,10,20,-9
PHI,PHI vs. TOR,0,240,109,45,86,0.523,9,29,0.31,10,14,0.714,13,27,40,27,14,6,23,27,-5
UTA,UTA vs. SAS,1,240,100,34,74,0.459,12,26,0.462,20,24,0.833,5,36,41,18,7,4,12,18,11
PHX,PHX @ LAC,0,240,95,35,97,0.361,8,35,0.229,17,19,0.895,14,36,50,22,3,3,10,25,-13
DEN,DEN vs. MIN,0,240,104,36,72,0.5,13,28,0.464,19,24,0.792,8,34,42,27,6,5,21,18,-8
MIN,MIN @ DEN,1,240,112,43,87,0.494,8,24,0.333,18,19,0.947,8,29,37,28,12,2,8,20,8
ATL,ATL vs. IND,0,239,95,35,81,0.432,8,29,0.276,17,20,0.85,11,32,43,27,5,6,13,17,-10
CHA,CHA vs. TOR,0,240,111,39,85,0.459,7,23,0.304,26,35,0.743,8,31,39,21,10,6,12,18,-18
GSW,GSW vs. MEM,1,240,97,34,74,0.459,7,21,0.333,22,25,0.88,14,30,44,26,9,8,16,19,13
BOS,BOS vs. MIA,0,241,89,30,80,0.375,13,32,0.406,16,21,0.762,5,39,44,18,5,5,10,22,-1
UTA,UTA @ OKC,0,241,79,26,73,0.356,7,31,0.226,20,27,0.741,11,28,39,13,6,3,18,15,-28
MIA,MIA @ BOS,1,241,90,33,75,0.44,10,28,0.357,14,25,0.56,6,40,46,23,6,3,12,16,1
SAC,SAC @ BKN,1,238,104,40,82,0.488,7,19,0.368,17,20,0.85,13,35,48,14,4,4,12,19,5
DET,DET @ DAL,0,239,93,33,77,0.429,7,24,0.292,20,22,0.909,6,32,38,19,4,2,12,19,-17
POR,POR vs. SAS,0,238,91,38,96,0.396,6,25,0.24,9,14,0.643,12,25,37,18,13,2,8,14,-2
LAL,LAL @ HOU,1,239,122,40,85,0.471,15,35,0.429,27,43,0.628,10,37,47,27,8,5,10,25,6
DAL,DAL vs. DET,1,239,110,40,75,0.533,14,30,0.467,16,20,0.8,4,33,37,22,6,7,12,17,17
LAC,LAC vs. PHX,1,239,108,41,87,0.471,10,30,0.333,16,24,0.667,9,41,50,22,1,4,9,19,13
BKN,BKN vs. SAC,0,240,99,32,82,0.39,15,42,0.357,20,23,0.87,14,24,38,15,5,7,10,19,-5
SAS,SAS @ POR,1,238,93,41,79,0.519,6,17,0.353,5,6,0.833,9,44,53,17,7,9,23,16,2
TOR,TOR @ CHA,1,240,129,49,91,0.538,16,33,0.485,15,18,0.833,10,33,43,35,6,7,14,27,18
ORL,ORL @ CHI,0,238,94,35,89,0.393,5,27,0.185,19,23,0.826,6,29,35,23,5,1,9,15,-18
OKC,OKC vs. UTA,1,240,107,40,77,0.519,8,23,0.348,19,22,0.864,8,34,42,23,15,5,13,26,28
IND,IND @ ATL,1,240,105,40,82,0.488,7,21,0.333,18,19,0.947,8,29,37,19,5,5,9,18,10
CHI,CHI vs. ORL,1,240,112,44,87,0.506,11,32,0.344,13,14,0.929,9,42,51,31,6,8,11,23,18
HOU,HOU vs. LAL,0,239,116,37,90,0.411,17,42,0.405,25,32,0.781,12,35,47,19,7,5,14,30,-6
MEM,MEM @ GSW,0,238,84,28,84,0.333,12,31,0.387,16,19,0.842,15,26,41,20,10,6,16,23,-13
PHI,PHI vs. SAC,0,239,95,34,81,0.42,10,35,0.286,17,24,0.708,13,40,53,21,7,6,19,19,-6
WAS,WAS vs. NOP,1,240,116,46,92,0.5,14,35,0.4,10,14,0.714,10,34,44,29,8,3,16,31,7
CLE,CLE @ MIL,0,239,116,40,80,0.5,16,41,0.39,20,24,0.833,7,30,37,26,9,3,14,20,-3
NOP,NOP @ WAS,0,240,106,34,80,0.425,5,20,0.25,33,40,0.825,11,31,42,20,7,1,16,16,-7
SAC,SAC @ PHI,1,239,101,41,91,0.451,7,27,0.259,12,23,0.522,9,30,39,21,11,6,12,20,6
MIL,MIL vs. CLE,1,241,119,43,82,0.524,11,29,0.379,22,27,0.815,8,32,40,27,12,3,14,18,3
POR,POR @ MIN,0,240,107,46,84,0.548,10,24,0.417,5,5,1,7,33,40,26,6,8,17,19,-1
GSW,GSW @ LAL,1,266,116,43,107,0.402,11,34,0.324,19,21,0.905,15,46,61,25,6,10,14,26,2
BOS,BOS @ IND,1,240,112,44,79,0.557,16,26,0.615,8,14,0.571,6,32,38,26,6,4,19,31,1
PHX,PHX @ DAL,1,241,97,35,79,0.443,10,25,0.4,17,22,0.773,7,42,49,17,9,6,18,25,6
LAL,LAL vs. GSW,0,266,114,41,92,0.446,10,25,0.4,22,35,0.629,7,38,45,23,9,9,12,26,-2
PHI,PHI @ CHI,0,240,115,44,91,0.484,14,33,0.424,13,18,0.722,9,38,47,30,9,8,20,23,-2
DEN,DEN @ OKC,0,241,94,37,86,0.43,12,37,0.324,8,12,0.667,8,37,45,21,8,3,11,18,-1
ATL,ATL vs. MIA,1,241,110,38,83,0.458,8,22,0.364,26,31,0.839,10,29,39,25,8,6,12,23,6
DAL,DAL vs. PHX,0,240,91,32,88,0.364,11,37,0.297,16,17,0.941,8,34,42,21,10,5,15,18,-6
IND,IND vs. BOS,0,240,111,37,79,0.468,7,21,0.333,30,38,0.789,9,29,38,14,12,3,12,16,-1
LAC,LAC @ SAS,0,240,91,37,84,0.44,9,29,0.31,8,16,0.5,8,35,43,21,12,4,17,23,-10
MIN,MIN vs. POR,1,240,108,42,91,0.462,7,19,0.368,17,21,0.81,11,21,32,19,6,2,10,14,1
CHI,CHI vs. PHI,1,240,117,44,92,0.478,13,28,0.464,16,19,0.842,5,34,39,27,9,7,15,16,2
CHA,CHA vs. NYK,1,240,109,43,88,0.489,9,20,0.45,14,16,0.875,12,35,47,30,10,6,19,16,18
UTA,UTA @ HOU,0,240,99,42,91,0.462,8,27,0.296,7,8,0.875,5,27,32,17,12,1,6,22,-21
MIA,MIA @ ATL,0,241,104,36,79,0.456,7,25,0.28,25,30,0.833,8,34,42,19,9,6,19,28,-6
OKC,OKC vs. DEN,1,241,95,39,81,0.481,7,24,0.292,10,15,0.667,6,34,40,13,9,5,10,13,1
NYK,NYK @ CHA,0,240,91,36,86,0.419,3,18,0.167,16,20,0.8,10,27,37,21,10,5,17,16,-18
SAS,SAS vs. LAC,1,240,109,40,82,0.488,9,24,0.375,20,25,0.8,8,37,45,22,7,4,16,19,18
HOU,HOU vs. UTA,1,241,120,40,77,0.519,17,43,0.395,23,27,0.852,12,40,52,25,5,7,14,13,21
DET,DET vs. ORL,1,240,114,42,89,0.472,17,34,0.5,13,16,0.813,7,32,39,27,11,3,13,17,4
IND,IND @ BKN,1,240,109,43,76,0.566,8,18,0.444,15,19,0.789,6,37,43,21,6,7,15,20,12
ORL,ORL @ DET,0,239,110,41,85,0.482,17,33,0.515,11,17,0.647,8,32,40,27,6,4,16,16,-4
TOR,TOR vs. SAC,1,241,108,36,85,0.424,13,30,0.433,23,28,0.821,12,34,46,20,8,9,12,13,15
WAS,WAS vs. CLE,0,241,99,39,91,0.429,12,33,0.364,9,16,0.563,13,38,51,20,4,5,10,18,-7
BKN,BKN vs. IND,0,239,97,34,81,0.42,12,33,0.364,17,21,0.81,7,22,29,26,7,2,9,17,-12
SAC,SAC @ TOR,0,240,93,38,81,0.469,11,26,0.423,6,8,0.75,6,26,32,25,9,9,15,19,-15
CLE,CLE @ WAS,1,239,106,41,87,0.471,14,34,0.412,10,12,0.833,4,38,42,24,6,4,8,16,7
MEM,MEM vs. BOS,0,240,93,32,79,0.405,14,34,0.412,15,17,0.882,10,28,38,18,8,3,13,19,-9
MIN,MIN vs. PHX,0,242,106,40,95,0.421,9,27,0.333,17,24,0.708,10,21,31,21,14,8,6,19,-5
UTA,UTA @ CLE,0,240,100,37,81,0.457,17,34,0.5,9,14,0.643,11,27,38,24,9,7,12,14,-9
MIA,MIA vs. LAC,1,239,90,31,82,0.378,12,35,0.343,16,21,0.762,9,28,37,22,10,8,8,15,5
SAS,SAS vs. DAL,1,241,98,39,86,0.453,5,25,0.2,15,18,0.833,9,32,41,14,5,2,7,14,2
POR,POR @ CHA,1,240,93,37,79,0.468,10,24,0.417,9,18,0.5,5,42,47,19,2,3,20,21,2
NYK,NYK vs. OKC,1,241,111,38,69,0.551,14,23,0.609,21,26,0.808,6,29,35,21,9,3,13,22,15
LAC,LAC @ MIA,0,241,85,35,80,0.438,8,28,0.286,7,14,0.5,12,34,46,18,3,5,17,22,-5
PHX,PHX @ MIN,1,241,108,33,72,0.458,11,24,0.458,31,35,0.886,13,39,52,22,4,3,23,21,5
OKC,OKC @ NYK,0,240,96,36,85,0.424,12,27,0.444,12,20,0.6,16,26,42,18,9,7,14,22,-15
DAL,DAL @ SAS,0,241,96,39,80,0.488,10,28,0.357,8,9,0.889,4,34,38,23,4,4,9,16,-2
MIL,MIL @ HOU,0,240,111,38,82,0.463,8,27,0.296,27,33,0.818,8,32,40,17,12,7,14,34,-4
HOU,HOU vs. MIL,1,240,115,35,76,0.461,11,35,0.314,34,42,0.81,4,34,38,16,7,4,15,23,4
CLE,CLE vs. UTA,1,240,109,42,79,0.532,10,22,0.455,15,17,0.882,8,33,41,30,9,1,12,15,9
BOS,BOS @ MEM,1,238,102,39,80,0.488,14,30,0.467,10,14,0.714,14,28,42,21,6,6,16,19,9
CHA,CHA vs. POR,0,240,91,33,96,0.344,7,31,0.226,18,28,0.643,13,38,51,18,9,3,6,21,-2
ORL,ORL vs. POR,0,241,88,32,84,0.381,10,29,0.345,14,19,0.737,8,37,45,15,7,3,15,18,-10
MIA,MIA @ CHA,1,240,104,39,78,0.5,11,31,0.355,15,17,0.882,5,35,40,25,10,8,16,23,6
BOS,BOS vs. UTA,0,240,95,35,86,0.407,9,31,0.29,16,19,0.842,2,29,31,20,10,5,8,18,-12
POR,POR @ ORL,1,241,95,37,86,0.43,8,18,0.444,13,15,0.867,6,39,45,18,7,9,14,20,7
UTA,UTA @ BOS,1,240,107,40,83,0.482,13,25,0.52,14,18,0.778,9,46,55,19,6,2,15,20,12
CHI,CHI @ MIL,1,239,115,42,86,0.488,8,22,0.364,23,35,0.657,14,36,50,24,8,0,12,26,6
DET,DET @ IND,1,240,104,39,93,0.419,13,32,0.406,13,17,0.765,11,33,44,22,7,10,9,22,6
TOR,TOR vs. BKN,1,240,120,54,97,0.557,7,28,0.25,5,9,0.556,11,34,45,26,11,5,8,16,33
OKC,OKC @ PHI,1,316,119,47,113,0.416,15,35,0.429,10,19,0.526,18,42,60,28,10,5,18,21,2
MEM,MEM vs. ATL,1,240,96,36,78,0.462,12,25,0.48,12,17,0.706,10,33,43,21,12,6,21,24,2
LAC,LAC @ WAS,0,240,91,33,86,0.384,7,24,0.292,18,29,0.621,12,35,47,17,12,6,20,20,-9
SAS,SAS @ HOU,0,242,109,46,94,0.489,10,26,0.385,7,13,0.538,12,27,39,22,10,5,17,17,-15
BKN,BKN @ TOR,0,240,87,32,76,0.421,7,23,0.304,16,19,0.842,6,31,37,15,4,1,22,14,-33
DEN,DEN vs. NOP,1,266,117,46,100,0.46,16,36,0.444,9,14,0.643,11,37,48,30,12,4,15,17,6
IND,IND vs. DET,0,241,98,35,87,0.402,9,30,0.3,19,25,0.76,15,36,51,21,6,4,13,15,-6
MIL,MIL vs. CHI,0,240,109,40,83,0.482,9,33,0.273,20,29,0.69,9,34,43,24,6,5,11,24,-6
WAS,WAS vs. LAC,1,241,100,39,88,0.443,7,31,0.226,15,23,0.652,11,39,50,21,12,7,19,26,9
PHI,PHI vs. OKC,0,317,117,44,100,0.44,13,46,0.283,16,20,0.8,7,43,50,35,13,4,19,20,-2
NOP,NOP @ DEN,0,266,111,43,91,0.473,15,34,0.441,10,14,0.714,7,35,42,27,8,8,19,15,-6
CHA,CHA vs. MIA,0,240,98,34,83,0.41,10,27,0.37,20,27,0.741,11,31,42,21,7,1,16,14,-6
ATL,ATL @ MEM,0,241,94,34,77,0.442,12,31,0.387,14,16,0.875,7,28,35,27,12,5,17,19,-2
HOU,HOU vs. SAS,1,239,124,43,91,0.473,18,50,0.36,20,25,0.8,12,33,45,20,15,3,13,16,15
DET,DET @ ATL,1,240,105,41,90,0.456,13,30,0.433,10,12,0.833,14,32,46,26,10,3,15,23,15
ATL,ATL vs. DET,0,238,91,32,70,0.457,11,31,0.355,16,26,0.615,7,27,34,28,6,6,16,12,-15
GSW,GSW vs. DAL,1,242,112,47,78,0.603,11,22,0.5,7,9,0.778,4,37,41,35,7,4,16,22,15
BKN,BKN vs. NYK,0,239,104,37,83,0.446,12,42,0.286,18,23,0.783,11,32,43,21,10,4,17,21,-7
CLE,CLE vs. LAL,1,241,121,43,86,0.5,15,36,0.417,20,25,0.8,8,31,39,32,10,5,14,16,9
DAL,DAL @ GSW,0,242,97,37,82,0.451,10,29,0.345,13,17,0.765,8,23,31,25,7,1,11,16,-15
MIN,MIN vs. SAC,1,241,119,46,82,0.561,10,21,0.476,17,20,0.85,8,31,39,29,12,9,9,19,23
SAC,SAC @ MIN,0,242,96,36,87,0.414,14,33,0.424,10,12,0.833,15,27,42,24,4,2,14,21,-23
NYK,NYK @ BKN,1,238,111,41,89,0.461,10,20,0.5,19,22,0.864,12,28,40,23,11,4,13,23,7
LAL,LAL @ CLE,0,240,112,47,95,0.495,9,31,0.29,9,14,0.643,16,33,49,33,7,3,18,20,-9
MIA,MIA vs. POR,0,241,95,34,72,0.472,13,30,0.433,14,23,0.609,10,26,36,19,6,1,15,21,-7
UTA,UTA @ CHI,0,238,100,42,91,0.462,9,30,0.3,7,7,1,5,43,48,24,3,8,16,19,-3
BOS,BOS vs. DEN,1,241,124,47,79,0.595,11,25,0.44,19,24,0.792,4,26,30,29,10,7,13,20,6
PHX,PHX vs. TOR,0,240,109,37,83,0.446,8,24,0.333,27,34,0.794,10,31,41,20,3,9,11,24,-6
